ID,Topics,Text_answer,NegPos_answer,NegPos_output,Text_output,Sentiment_Match
129,Room," The room and bathroom were of very good size and clean!  Our bed was so comfortable! 
",Positive,Positive,The room and bathroom were of very good size and clean!,True
129,Staff,"The guy at the reception was very kind and helpful!
",Positive,Positive,The guy at the reception was very kind and helpful!,True
130,Facility,that your hotel allowed to stay with animals,Positive,,,False
131,Location,"The location of the hotel was a bit far from the city centre, ",Negative,Negative,"The location of the hotel was a bit far from the city centre, but you can take the 425 bus, which arrives fairly often at the station near the hotel.",True
131,Room,The room was very clean. ,Positive,Positive,The room was very clean.,True
131,Staff,The staff was very nice.,Positive,Positive,The staff was very nice.,True
132,Food,The breakfast prepared by Richard was delicious and freshly prepared. As well there are many choices from Cyprus to English breakfast.,Positive,,,False
132,Room,"very comfortable bed,",Positive,,,False
132,Staff,"Very friendly and the most helpful host.  Impeccable service, ",Positive,,,False
133,Facility,no swimming pool,Negative,Negative,"no swimming pool, if the hotel had swimming pool it would be perfect",True
133,Price,good value for money,Positive,Positive,good value for money,True
133,Room, the room was clean & the bed were comfortable,Positive,Positive,We took the suit has we were 2 adults & 3 kids.,True
133,Staff, the lady in reception (Maria) was VERY helpful,Positive,Positive,the lady in reception (Maria) was VERY helpful,True
134,Facility,"La veranda was lovely and clean,",Positive,,,False
134,Food,great chef.,Positive,Positive,great chef,True
134,Location,Brilliant location for beach and bars.,Positive,Positive,Brilliant location for beach and bars,True
134,Room,"La veranda was lovely and clean,",Positive,,,False
134,Staff,great friendly staff ,Positive,Positive,great friendly staff,True
136,Facility,Disgusting on the outside ,Negative,,,False
136,Facility, but clean and beautiful on the inside,Positive,,,False
136,Price,I did not expect such a beautiful hotel for such a cheap price,Positive,,,False
137,Location,great location,Positive,Positive,great location,True
137,Room,The smell in the bathroom,Negative,,,False
137,Room,Room was clean and the bed was comfortable ,Positive,Positive,Room was clean and the bed was comfortable,True
137,Staff,Friendly staff ,Positive,Positive,Friendly staff,True
138,Room,"very clean room and bathroom,",Positive,Positive,very clean room and bathroom,True
138,Staff,"very helpful and kind personel,",Positive,Positive,helpful and kind personel,True
139,Facility,slow elevators,Negative,Negative,slow elevators,True
139,Food,nice restaurant at the hotel with a external balcony,Positive,,,False
139,Location,the proximity to the airport,Positive,,,False
140,Check-in,"easy self check-in,",Positive,,,False
140,Food,great breakfast.,Positive,,,False
140,Location,"close to the airport,",Positive,,,False
140,Room,"Very clean, comfy bed,",Positive,,,False
144,Room,nice and clean,Positive,Positive,nice,True
147,Staff,Amazing staff!,Positive,Positive,Amazing,True
148,Check-in,,,Positive,The check-in process was smooth and efficient.,False
148,Facility,,,Mixed,"The facility had a nice pool and gym, but the room was small.",False
148,Food,,,Negative,"The food was terrible, overpriced, and not worth it.",False
148,Location,Very close of the airport. ,Positive,Positive,The location was perfect for our needs.,True
148,Price,,,Positive,The price was reasonable and affordable.,False
148,Room,Very comfortable bed.,Positive,Positive,"The room was clean and comfortable., The room was spacious and had a great view.",True
150,Facility,That there is no kiosk open 24 hours close to the hotel.,Negative,,,False
150,Facility,"Everything was new, beautiful and clean.",Positive,,,False
150,Location,,,Negative,That there is no kiosk open 24 hours close to the hotel.,False
151,Room,,,Positive,Perfect stay,False
152,Check-in,We had a late check in and there was no one in the hotel to give us keys and the door was locked. ,Negative,,,False
152,Location,"Close to the bars near the sea, close to the airport, ",Positive,Positive,"close to the bars near the sea, close to the airport",True
152,Room,clean rooms.,Positive,Positive,"Close to the bars near the sea, close to the airport, clean rooms.",True
155,Facility,"A comfortable, nice and clean hotel, The facilities are wonderful, brand new and full equiped. ",Positive,,,False
155,Food,We really enjoyed the dinner in the restaurant. Everything was freshmade and prepare by the cheff... ,Positive,,,False
155,Location,near the airport.,Positive,,,False
155,Price,Excellent value for money,Positive,,,False
155,Room,nice shower and bed. ,Positive,,,False
157,Location,"7 minutes walking to the beach, ",Positive,Positive,7 minutes walking to the beach,True
157,Room,"modern new rooms, very clean.",Positive,Positive,modern new rooms,True
159,Location, and great location as it is close to the airport.,Positive,Positive,great location as it is close to the airport,True
159,Room,"Clean rooms, ",Positive,Positive,Clean rooms,True
159,Staff,very friendly staff,Positive,Positive,very friendly staff,True
160,Facility,The perfect hotel.,Positive,,,False
160,Room,,,Positive,"I liked everything., The perfect hotel.",False
162,Facility,This hotel was amazing.,Positive,,,False
162,Food,and the breakfast was really delicious.,Positive,,,False
162,Staff, Exceptional friendly stuff ,Positive,Positive,Exceptional friendly staff,True
163,Check-in,Easy late night check in,Positive,Positive,Easy late night check in,True
164,Check-in,,,Positive,The check-in process was smooth and efficient.,False
164,Facility,,,Mixed,"The facility had a nice pool and gym, but the room was small.",False
164,Facility,"This is a really well run, family establishment",Positive,,,False
164,Food,,,Negative,"The food was terrible, overpriced, and not worth it.",False
164,Location,,,Positive,"The location was perfect for our needs., This is a really well run, family establishment and couldn't have been more perfect for our stay.",False
164,Price,,,Positive,The price was reasonable and affordable.,False
164,Room,,,Positive,"The room was clean and comfortable., The room was spacious and had a great view.",False
164,Staff,All the staff were so accommodating and friendly.,Positive,Positive,All the staff were so accommodating and friendly.,True
165,Room,"Clean, modern, ",Positive,,,False
165,Staff,friendly staff,Positive,Positive,friendly staff,True
166,Location,,,Positive,and homely,False
166,Room,very clean and homely,Positive,Positive,"noting, very clean",True
170,Food,"The food was excellent. Richard, the chef prepared the fish, which was the best that I ever tasted.",Positive,Positive,"excellent, the best that I ever tasted",True
170,Staff,,,Positive,Richard,False
173,Room,IMMACULATELY CLEAN!!! The bedding and floors were SOO CLEAN. how clean it was and the bed and linens were soo comfy and everything smelled good,Positive,,,False
173,Staff,The staff so friendly and kind and helpful!!!,Positive,,,False
175,Location,,,Positive,test,False
176,Room,The room was spacious enough for two people and it was very clean.,Positive,Positive,The room was spacious enough for two people and it was very clean.,True
177,Location,It’s close to the beach and the airport. ,Positive,Positive,It's close to the beach and the airport.,True
177,Room,,,Positive,Nothing to complain.,False
177,Staff,The staff was nice and helpful. Extremely agile to respond.,Positive,Positive,The staff was nice and helpful.,True
178,Room,Relaxing and comfortable.,Positive,Positive,Relaxing and comfortable,True
179,Location,"Close to local restaurants and beach.
 Quiet.",Positive,,,False
179,Room,Better TV channel selection would have been good for evening.,Negative,,,False
179,Room, Very clean.,Positive,,,False
180,Food,delicious breakfast (great freshly made croissants),Positive,,,False
180,Room,AC was a bit loud and the people in the next hotel were also loud to be heard from our room,Negative,,,False
180,Room,"Sparkling clean, comfy bed,",Positive,,,False
180,Staff," friendly staff,",Positive,,,False
181,Room,big clean rooms,Positive,,,False
181,Staff,"warm welcoming, great staff.",Positive,,,False
182,Location,"Closure to the Airport
 ",Positive,,,False
182,Staff,Hospitality,Positive,,,False
